i_idx	j_idx	xij
151	111	0.5
151	177	1.3333333333333333
151	5	1.5
151	388	0.3333333333333333
151	660	0.25
151	78	0.2
151	40	0.2
151	0	1.3333333333333333
151	1	4.25
151	1004	0.3333333333333333
151	149	0.25
151	486	0.2
151	83	0.2
151	283	0.3333333333333333
151	46	0.5
151	273	2.0
151	346	0.25
151	1052	0.2
151	49	0.7
151	15	0.5833333333333333
151	22	0.3333333333333333
151	3	1.5
151	226	1.0
151	756	1.0
151	7	0.5
151	408	0.5
151	41	0.5
151	29	0.25
151	37	0.2
151	268	0.3333333333333333
151	52	0.25
151	45	0.2
151	308	0.2
151	34	0.25
151	2	0.5
151	59	1.0
151	1051	0.5
151	126	0.3333333333333333
151	564	0.25
151	8	0.4
151	92	0.5
151	435	1.0
151	11	0.5
151	9	1.1
151	355	1.25
151	309	0.8333333333333333
151	161	0.75
151	1494	1.0
151	868	0.3333333333333333
151	873	0.25
151	131	1.0
151	66	0.25
151	311	1.0
151	369	0.2
151	475	0.3333333333333333
151	351	0.5
151	1401	0.3333333333333333
177	1503	8.399999999999999
177	235	0.25
177	111	0.3333333333333333
177	151	1.3333333333333333
177	5	2.0
177	388	0.5
177	660	0.3333333333333333
177	78	0.25
177	493	0.2
177	81	0.2
177	23	0.25
177	468	0.3333333333333333
177	814	0.5
177	446	1.0
177	327	0.5
177	554	0.3333333333333333
177	45	0.25
177	168	0.2
177	851	0.2
177	49	0.25
177	1378	1.0
177	624	3.0
177	12	2.0
177	307	1.5
177	181	0.45
177	36	0.2
177	0	0.6000000000000001
177	118	0.25
177	972	0.3333333333333333
177	3	0.8333333333333333
177	498	0.3333333333333333
177	17	1.2
177	829	0.5
177	485	0.5
177	778	0.3333333333333333
177	175	0.25
177	1419	0.2
177	300	0.7
177	103	0.25
177	477	1.0
177	1444	0.5
177	148	0.3333333333333333
177	2	0.25
177	8	0.2
177	392	0.25
177	1194	0.3333333333333333
177	28	0.5
177	294	0.25
177	92	0.2
177	1	0.75
177	435	1.0
177	11	2.3333333333333335
177	9	0.7
177	355	0.25
177	309	0.2
177	152	0.25
177	46	0.3333333333333333
177	774	1.0
177	808	0.5
177	79	0.25
177	1491	0.2
177	311	0.25
177	183	0.3333333333333333
177	835	1.0
177	89	0.25
177	216	0.2
388	111	0.2
388	1503	3.2
388	151	0.3333333333333333
388	177	0.5
388	5	1.0
388	660	3.0
388	78	0.5
388	493	0.3333333333333333
388	203	0.25
388	149	0.2
388	235	0.2
388	104	0.25
388	566	0.3333333333333333
388	8	0.5
388	832	1.0
388	416	1.0
388	0	0.7
388	27	0.2
388	373	0.25
388	469	0.3333333333333333
388	1366	0.5
388	42	1.0
388	1266	0.5
388	1367	0.3333333333333333
388	1368	0.25
388	1	0.2
388	906	0.3333333333333333
388	867	1.0
388	4	2.0
388	217	0.5
388	10	0.25
388	256	0.2
388	3	0.2
388	44	0.5
388	62	0.3333333333333333
388	31	0.25
388	191	0.2
660	1503	1.35
660	151	0.25
660	177	0.3333333333333333
660	5	0.5
660	388	3.0
660	78	1.0
660	493	0.5
660	203	0.3333333333333333
660	149	0.25
660	236	0.2
660	906	0.25
660	867	0.6666666666666666
660	4	1.0
660	217	1.0
660	10	0.3333333333333333
660	256	0.25
660	619	0.2
660	44	1.0
660	62	0.5
660	31	0.3333333333333333
660	191	0.25
660	0	0.2
78	151	0.2
78	177	0.25
78	5	0.5333333333333333
78	388	0.5
78	660	1.0
78	493	3.0
78	203	0.5
78	149	0.3333333333333333
78	236	0.5833333333333333
78	1503	24.25
78	7	0.2
78	935	0.25
78	208	0.3333333333333333
78	936	0.5
78	12	12.0
78	1	4.833333333333333
78	24	1.9999999999999998
78	109	1.5
78	0	3.4000000000000004
78	519	0.3333333333333333
78	215	1.0
78	518	0.6666666666666666
78	702	0.5
78	978	0.2
78	348	0.3333333333333333
78	38	0.2
78	17	0.25
78	178	0.3333333333333333
78	587	0.2
78	4	1.5666666666666664
78	718	0.5
78	281	0.45
78	2	0.7833333333333333
78	547	0.8333333333333333
78	727	0.5
78	612	1.0
78	794	0.5
78	528	0.3333333333333333
78	58	0.25
78	62	0.2
78	372	0.2
78	1268	0.5
78	32	0.25
78	124	0.2
78	653	0.25
78	6	0.3333333333333333
78	257	1.0
78	247	0.5
78	3	0.5
78	220	0.2
78	41	0.7
78	831	0.25
78	354	0.3333333333333333
78	734	0.25
78	1344	0.2
78	1271	0.25
78	527	0.3333333333333333
78	31	1.0
78	36	1.0
78	1316	0.5
78	362	0.3333333333333333
78	418	0.2
78	966	0.2
78	784	0.25
78	138	0.5
78	1404	0.2
78	11	0.25
78	30	0.5
78	10	2.0
78	815	0.5
78	19	0.3333333333333333
78	679	0.2
78	162	0.2
78	837	0.25
78	857	0.5
78	412	0.2
78	77	0.2
78	361	0.25
78	1329	0.3333333333333333
78	132	0.5
78	407	1.0
78	33	0.5
78	190	0.3333333333333333
78	15	0.2
78	761	0.2
78	25	0.3333333333333333
78	219	0.2
78	56	0.25
493	177	0.2
493	5	0.25
493	388	0.3333333333333333
493	660	0.5
493	78	3.0
493	203	1.0
493	149	0.5
493	236	0.8333333333333333
493	1503	6.516666666666667
493	903	0.2
493	0	0.2
493	1268	0.3333333333333333
493	4	1.0833333333333333
493	32	0.3333333333333333
493	124	0.25
493	1032	0.3333333333333333
493	158	0.5
493	195	1.0
493	527	0.5
493	10	0.2
493	653	0.2
203	5	0.2
203	388	0.25
203	660	0.3333333333333333
203	78	0.5
203	493	1.0
203	149	1.0
203	236	0.5
203	1503	10.383333333333333
203	903	0.25
203	33	0.2
203	1080	0.2
203	1079	0.25
203	754	1.0
203	241	1.0
203	500	0.5
203	106	0.3333333333333333
203	1081	0.25
203	2	0.2
203	21	0.2
203	291	0.25
203	1115	0.3333333333333333
203	768	0.5
203	131	1.0
203	769	1.0
203	0	1.8499999999999999
203	270	0.3333333333333333
203	173	0.25
203	3	1.7
203	183	0.3333333333333333
203	4	1.0
203	1056	1.0
203	10	0.5
203	611	0.3333333333333333
203	387	0.25
203	79	0.25
203	1	0.3333333333333333
203	347	1.0
203	262	1.0
203	26	0.5
203	1314	0.25
203	144	0.2
203	283	1.0
203	52	1.0
203	14	0.7
203	170	0.3333333333333333
203	358	0.25
203	121	0.2
203	581	0.3333333333333333
203	265	1.0
203	143	0.2
203	310	0.5
203	306	0.3333333333333333
203	28	0.25
203	19	0.5
203	53	1.0
203	559	0.3333333333333333
203	212	0.25
203	90	0.2
236	660	0.2
236	78	0.5833333333333333
236	493	0.8333333333333333
236	203	0.5
236	149	1.5
236	1503	13.700000000000001
236	903	0.5
236	33	1.1666666666666665
236	150	0.25
236	128	0.2
236	66	0.2
236	998	0.3333333333333333
236	30	1.0
236	962	1.0
236	726	0.5
236	114	0.3333333333333333
236	1020	0.25
236	652	0.2
236	1224	0.2
236	93	0.25
236	740	0.3333333333333333
236	1230	0.3333333333333333
236	995	0.2
236	4	0.7
236	572	0.2
236	12	0.2
236	760	0.25
236	3	0.5
236	620	0.5
236	1310	0.3333333333333333
236	831	0.25
236	790	0.2
236	1447	0.2
236	423	0.3333333333333333
236	6	0.5
236	866	1.0
236	10	0.25
236	430	0.2
236	594	0.25
236	1	0.8333333333333333
236	404	1.0
236	44	0.5
236	20	0.3333333333333333
236	535	0.2
236	289	0.2
236	111	0.25
236	274	0.3333333333333333
236	8	0.5
236	1288	1.0
236	26	0.5
236	1482	0.25
236	714	0.2
903	493	0.2
903	203	0.25
903	149	0.3333333333333333
903	236	0.5
903	1503	2.0
903	33	1.0
903	150	0.5
903	128	0.6666666666666666
903	316	0.25
903	10	0.2
903	1	0.2
903	467	0.25
903	11	0.3333333333333333
903	690	0.5
903	4	1.0
903	1165	0.5
903	196	0.25
903	30	0.2
33	203	0.2
33	149	0.5833333333333333
33	236	1.1666666666666665
33	1503	31.28333333333332
33	903	1.0
33	150	4.333333333333334
33	128	2.25
33	316	1.0
33	10	22.0
33	29	0.2
33	262	0.2
33	80	0.45
33	153	2.0
33	0	13.016666666666667
33	204	0.3333333333333333
33	1	2.4833333333333334
33	154	0.6000000000000001
33	104	0.25
33	61	10.2
33	979	0.3333333333333333
33	2	0.7
33	704	0.2
33	221	1.6666666666666665
33	68	0.5
33	190	5.0
33	189	0.3333333333333333
33	165	0.3333333333333333
33	992	0.5
33	37	0.6666666666666666
33	8	1.9
33	712	0.2
33	995	0.5
33	713	0.2
33	72	0.25
33	533	0.3333333333333333
33	50	2.5
33	40	0.25
33	223	0.5
33	93	0.75
33	556	0.2
33	1059	0.25
33	15	2.533333333333333
33	1060	0.25
33	170	0.4
33	176	0.2
33	568	0.3333333333333333
33	569	0.5
33	114	2.0
33	27	0.25
33	654	0.2
33	1070	0.3333333333333333
33	13	0.2
33	643	0.2
33	254	0.25
33	38	1.3333333333333333
33	178	0.3333333333333333
33	21	0.2
33	601	0.25
33	585	0.5
33	293	2.0
33	609	0.75
33	32	0.3333333333333333
33	81	0.25
33	171	0.2
33	804	0.5
33	539	0.25
33	11	0.2
33	570	0.2
33	437	0.25
33	1268	0.5
33	94	0.45
33	23	0.2
33	1315	0.25
33	242	0.3333333333333333
33	71	1.0
33	832	1.0
33	1316	0.3333333333333333
33	362	0.25
33	519	0.2
33	697	0.25
33	139	1.0
33	54	0.3333333333333333
33	56	0.25
33	645	0.5
33	246	0.25
33	109	0.2
33	1340	0.5
33	839	2.0
33	136	0.25
33	102	0.2
33	4	1.1666666666666665
33	1204	0.5
33	1008	0.2
33	1290	0.2
33	1291	0.25
33	409	0.3333333333333333
33	726	0.5
33	367	1.0
33	133	0.5
33	196	0.7333333333333334
33	467	0.2
33	436	0.5
33	325	0.25
33	30	0.4
33	144	0.3333333333333333
33	915	0.3333333333333333
33	1372	0.25
33	24	0.2
33	75	0.3333333333333333
33	584	0.5
33	276	3.0
33	67	2.0
33	95	0.6666666666666666
33	3	0.5
33	338	0.3333333333333333
33	101	0.25
33	7	0.2
33	677	0.3333333333333333
33	296	0.3333333333333333
33	462	0.25
33	1406	0.5333333333333333
33	655	1.0
33	440	0.5
33	49	0.25
33	14	0.5
33	118	0.6666666666666666
33	1329	0.2
33	132	0.25
33	407	0.3333333333333333
33	78	0.5
33	41	0.25
33	105	0.2
33	115	0.2
33	307	0.25
33	515	0.3333333333333333
33	175	0.5
33	1250	1.0
33	98	0.75
33	152	0.5333333333333333
33	574	0.5
33	420	0.25
33	77	0.2
33	1359	0.25
33	970	1.0
33	1301	0.5
33	16	0.3333333333333333
33	867	0.25
33	87	0.2
33	5	0.25
33	606	0.3333333333333333
33	423	0.2
33	6	0.25
33	866	1.0
33	430	0.3333333333333333
33	1092	0.2
33	579	0.25
33	28	0.3333333333333333
33	414	0.5
33	1475	1.0
33	534	0.5
33	594	1.0
33	404	0.5
33	44	0.2
33	219	0.25
33	762	0.3333333333333333
33	26	0.25
316	1503	3.866666666666667
316	903	0.25
316	33	1.0
316	150	1.5
316	128	4.0
316	10	1.0
316	29	0.5
316	130	0.3333333333333333
316	0	1.1166666666666665
316	42	0.2
316	712	0.2
316	993	0.25
316	4	0.6666666666666666
316	16	1.5
316	9	0.5
316	222	0.25
316	21	0.2
316	569	0.2
316	114	0.75
316	27	1.0
316	654	0.5
316	70	0.45
316	20	0.45
316	34	0.5
316	1063	0.5
316	435	0.3333333333333333
316	12	0.25
316	47	0.2
316	1215	0.2
316	1216	0.25
316	794	0.3333333333333333
316	44	1.0
316	1217	0.5
316	357	0.25
316	6	0.2
316	1340	0.2
316	839	0.25
316	136	1.0
316	61	0.5
316	403	0.25
29	33	0.2
29	150	0.25
29	128	0.3333333333333333
29	316	0.5
29	10	3.6666666666666665
29	130	2.2
29	0	3.8000000000000003
29	42	0.3333333333333333
29	1503	36.73333333333331
29	102	1.0
29	206	2.0
29	503	2.0
29	108	1.7
29	105	0.5
29	4	2.3333333333333335
29	28	1.5833333333333333
29	97	0.3333333333333333
29	506	1.0
29	37	11.333333333333332
29	690	0.5
29	954	0.25
29	957	0.2
29	1	3.1
29	958	0.5
29	44	1.0
29	107	2.0
29	270	0.5
29	691	0.25
29	404	0.2
29	6	2.733333333333334
29	927	0.5
29	494	1.0
29	403	1.0
29	406	1.3333333333333333
29	11	0.95
29	32	0.7
29	81	0.25
29	23	0.6666666666666666
29	529	0.5
29	710	1.0
29	79	3.0
29	240	0.5
29	220	1.0833333333333333
29	987	0.2
29	163	0.2
29	202	1.0
29	21	1.5
29	15	1.0
29	3	1.4
29	416	0.3333333333333333
29	1023	0.2
29	27	0.25
29	52	0.5
29	14	1.4
29	340	0.3333333333333333
29	2	0.7833333333333333
29	69	0.8333333333333333
29	598	0.5
29	599	1.0
29	48	4.0
29	357	0.5
29	8	0.8666666666666667
29	254	0.25
29	5	2.7833333333333337
29	114	0.5
29	70	0.5
29	1190	0.25
29	784	0.2
29	724	0.5
29	271	1.0
29	31	1.0
29	26	0.5
29	160	0.3333333333333333
29	187	0.2
29	251	0.2
29	370	1.25
29	247	0.3333333333333333
29	124	1.0
29	1039	0.5
29	77	0.75
29	818	0.3333333333333333
29	461	1.5
29	89	0.2
29	200	0.25
29	556	0.5
29	1276	1.0
29	83	1.25
29	53	0.45
29	333	0.3333333333333333
29	1279	1.0
29	304	1.0
29	433	0.25
29	496	0.2
29	9	1.2833333333333332
29	49	0.3333333333333333
29	353	0.2
29	348	0.2
29	258	0.5
29	244	1.0
29	238	0.7
29	246	0.2
29	1296	1.0
29	924	0.5
29	1298	0.5
29	374	1.0
29	16	0.5
29	790	0.25
29	195	0.2
29	504	0.2
29	1307	2.0
29	1308	0.5
29	19	0.7833333333333332
29	431	0.2
29	278	1.0
29	231	1.0
29	229	0.5
29	86	0.25
29	841	0.25
29	1019	1.0
29	967	0.3333333333333333
29	622	1.2
29	279	0.25
29	280	0.3333333333333333
29	1313	0.5
29	235	1.0
29	1351	1.0
29	373	0.3333333333333333
29	95	0.7
29	1371	0.25
29	595	0.5
29	435	1.0
29	887	1.0
29	1367	0.3333333333333333
29	137	0.25
29	87	0.2
29	606	0.3333333333333333
29	632	0.5
29	104	1.0
29	221	0.2
29	915	0.2
29	1372	0.25
29	24	0.3333333333333333
29	1373	0.5
29	336	1.0
29	352	0.3333333333333333
29	153	0.2
29	73	1.0
29	603	0.25
29	134	1.2
29	111	0.25
29	282	0.3333333333333333
29	1384	1.0
29	125	0.5
29	12	0.2
29	1047	0.3333333333333333
29	230	0.5
29	354	0.3333333333333333
29	341	0.25
29	776	0.2
29	17	0.8333333333333333
29	1357	1.0
29	35	0.3333333333333333
29	99	0.25
29	151	0.25
29	41	0.5
29	7	0.6666666666666666
29	63	0.2
29	955	0.25
29	838	0.3333333333333333
29	592	0.5
29	110	0.5
29	46	0.5333333333333333
29	375	1.0
29	115	1.0
29	179	0.3333333333333333
29	307	0.25
29	515	0.2
29	188	0.5833333333333333
29	90	0.3333333333333333
29	234	0.5
29	196	1.0
29	453	1.0
29	300	0.3333333333333333
29	45	0.45
29	1389	0.2
29	836	0.25
29	20	0.3333333333333333
29	1448	0.5
29	549	0.5
29	58	0.3333333333333333
29	615	0.2
29	631	0.3333333333333333
29	34	0.45
29	1450	0.2
29	420	0.3333333333333333
29	423	0.5
29	376	0.2
29	1427	0.5
29	121	0.25
29	129	0.2
29	164	0.5
29	751	0.3333333333333333
29	1027	0.5
29	857	1.0
29	96	0.3333333333333333
29	940	0.25
29	749	0.2
29	1368	0.5
29	1402	0.5
29	874	0.2
661	0	1.5999999999999999
661	42	0.75
661	1503	3.333333333333333
661	136	0.5
661	61	0.3333333333333333
661	4	1.25
661	904	0.2
661	31	0.25
661	362	0.3333333333333333
661	1166	2.0
661	597	0.8333333333333333
661	27	0.25
661	694	0.2
661	405	0.25
661	186	0.3333333333333333
661	181	0.5
661	36	0.3333333333333333
661	64	0.25
661	118	0.2
904	661	0.2
904	1503	1.0833333333333333
904	136	0.3333333333333333
904	61	0.5
904	4	1.0
904	5	1.0
904	905	1.0
904	662	0.6666666666666666
904	2	0.25
904	663	0.2
904	146	0.2
904	643	0.25
904	55	1.0
904	11	1.0
904	6	0.25
904	428	0.2
905	136	0.2
905	61	0.25
905	4	0.3333333333333333
905	904	1.0
905	5	1.0
905	662	2.0
905	2	0.5
905	663	0.3333333333333333
905	1503	0.7
905	906	0.2
905	55	0.3333333333333333
905	11	1.0
905	6	0.5
905	428	0.3333333333333333
905	71	0.25
905	0	0.2
662	61	0.2
662	4	0.25
662	904	0.6666666666666666
662	5	1.5
662	905	2.0
662	2	1.0
662	663	0.5
662	1503	1.4833333333333334
662	906	0.25
662	55	0.75
662	11	0.5
662	6	1.3333333333333333
662	428	0.75
662	71	0.5333333333333333
662	0	1.25
662	1	0.2
662	1230	0.2
662	995	0.3333333333333333
663	904	0.2
663	5	0.5833333333333333
663	905	0.3333333333333333
663	662	0.5
663	2	1.0
663	1503	2.783333333333333
663	906	0.5
663	0	0.2
663	76	0.25
663	6	2.0
663	292	1.0
663	10	0.3333333333333333
663	211	0.25
663	214	0.2
663	13	0.2
663	212	0.25
663	156	0.3333333333333333
663	454	0.5
663	704	1.0
663	91	0.5
663	8	0.3333333333333333
663	67	0.25
663	667	0.2
906	905	0.2
906	662	0.25
906	2	0.3333333333333333
906	663	0.5
906	1503	4.366666666666667
906	237	0.25
906	148	0.2
906	3	0.25
906	1	0.5
906	867	1.0
906	4	0.5
906	388	0.3333333333333333
906	660	0.25
906	217	0.2
237	1503	17.116666666666664
237	906	0.25
237	164	0.5
237	178	0.3333333333333333
237	140	0.25
237	3	0.45
237	1	1.25
237	501	0.3333333333333333
237	27	1.8333333333333333
237	0	1.4166666666666665
237	15	0.25
237	14	0.45
237	55	0.2
237	16	0.3333333333333333
237	9	2.0
237	1179	1.0
237	1180	0.25
237	45	0.5333333333333333
237	1225	0.2
237	25	0.3333333333333333
237	113	1.0
237	22	0.5
237	123	0.3333333333333333
237	2	0.25
237	428	0.2
237	71	0.25
237	278	0.2
237	6	0.2
237	141	0.25
237	1258	0.3333333333333333
237	111	0.25
237	40	0.2
237	47	0.25
237	31	0.3333333333333333
237	959	0.5
237	8	0.2
237	67	0.25
237	66	0.5
237	630	1.0
237	1198	0.25
164	1503	19.73333333333333
164	237	0.5
164	178	1.0
164	140	0.5
164	12	1.3499999999999999
164	0	0.5333333333333333
164	180	0.5
164	923	1.0
164	924	1.0
164	4	1.0
164	913	0.3333333333333333
164	925	0.25
164	264	0.2
164	269	0.25
164	185	0.3333333333333333
164	66	0.5
164	2	1.0
164	672	0.3333333333333333
164	680	0.25
164	222	0.2
164	419	1.0
164	114	0.5
164	8	0.2
164	1186	0.25
164	9	2.0
164	232	1.0
164	598	1.0
164	599	0.5
164	816	0.3333333333333333
164	17	0.5
164	81	0.2
164	354	0.25
164	753	1.0
164	352	0.3333333333333333
164	50	0.25
164	40	0.2
164	552	1.0
164	3	0.5833333333333333
164	457	0.2
164	1403	0.3333333333333333
164	96	1.0
164	483	0.5
164	14	0.25
164	89	0.2
164	200	0.25
164	315	0.3333333333333333
164	367	1.0
164	65	0.5
164	52	0.3333333333333333
164	41	0.25
164	335	0.2
164	42	0.2
164	243	0.3333333333333333
164	91	1.0
164	20	0.3333333333333333
164	37	0.2
164	323	0.25
164	29	0.5
164	751	0.2
178	1503	12.383333333333335
178	237	0.3333333333333333
178	164	1.0
178	140	1.0
178	12	0.5833333333333333
178	0	1.3
178	42	0.45
178	201	0.3333333333333333
178	38	4.0
178	17	3.0
178	910	1.0
178	4	1.8333333333333333
178	1	2.8666666666666667
178	668	0.25
178	911	0.2
178	115	0.2
178	132	0.25
178	407	0.3333333333333333
178	697	0.5
178	513	0.3333333333333333
178	214	0.25
178	577	0.25
178	76	0.3333333333333333
178	78	0.3333333333333333
178	976	0.2
178	39	0.3333333333333333
178	77	1.0
178	1062	0.25
178	1158	0.2
178	33	0.3333333333333333
178	49	0.3333333333333333
178	9	0.25
178	783	0.2
178	32	0.25
178	81	0.3333333333333333
178	171	0.5
178	1260	1.0
178	350	0.3333333333333333
178	327	0.25
178	2	1.25
178	464	0.3333333333333333
178	840	1.0
178	41	0.3333333333333333
178	18	0.2
178	5	0.45
178	249	0.25
178	434	0.2
178	1473	0.2
178	261	0.25
178	209	0.3333333333333333
178	1447	0.5
178	44	0.5
178	62	0.3333333333333333
178	135	0.25
178	254	0.2
113	1503	21.216666666666665
113	3	3.533333333333333
113	494	1.0
113	2	2.7333333333333334
113	14	0.3333333333333333
113	664	0.25
113	7	0.8666666666666667
113	420	0.5
113	985	2.0
113	708	1.0
113	986	0.6666666666666666
113	8	0.7333333333333334
113	6	1.8166666666666664
113	69	0.25
113	0	0.8666666666666667
113	138	0.5
113	163	0.3333333333333333
113	1022	0.5
113	728	0.3333333333333333
113	343	0.25
113	154	0.2
113	56	0.25
113	11	0.3333333333333333
113	238	0.5
113	225	1.0
113	22	8.25
113	433	0.3333333333333333
113	559	0.25
113	5	0.4
113	684	0.3333333333333333
113	226	1.1666666666666665
113	573	0.3333333333333333
113	127	0.2
113	1	0.5833333333333333
113	780	0.5
113	123	1.0
113	759	0.25
113	208	0.2
113	25	0.25
113	237	1.0
113	800	0.25
113	368	0.5333333333333333
113	1232	0.5
113	332	0.25
113	594	0.2
113	12	0.25
113	564	0.3333333333333333
113	1001	1.0
113	1305	0.25
113	87	0.2
113	104	0.2
113	40	0.25
113	784	0.3333333333333333
113	977	0.5
113	70	1.0
113	1397	0.5
113	457	0.25
113	99	0.3333333333333333
113	782	0.3333333333333333
113	26	0.2
113	308	0.5
113	34	0.3333333333333333
113	59	0.2
113	557	0.25
113	16	0.5
113	276	0.2
113	371	0.25
113	330	0.3333333333333333
113	132	1.0
113	626	0.25
494	1503	2.3166666666666664
494	3	0.45
494	113	1.0
494	2	2.0
494	14	0.75
494	664	0.3333333333333333
494	7	1.25
494	389	0.2
494	271	0.2
494	6	0.3333333333333333
494	927	1.0
494	29	1.0
494	403	0.5
494	0	0.8666666666666667
494	406	0.25
494	1	0.75
494	9	0.5
494	145	1.0
494	111	1.0
494	967	0.3333333333333333
494	36	0.25
494	117	0.2
494	416	0.25
494	1023	0.5
494	201	0.5
494	77	0.3333333333333333
494	561	0.2
664	1503	0.45
664	113	0.25
664	494	0.3333333333333333
664	2	1.0833333333333333
664	14	1.3333333333333333
664	7	1.0
664	389	0.5
664	3	1.3333333333333333
664	1	0.25
664	72	0.2
664	76	0.2
664	30	0.25
664	38	0.3333333333333333
664	370	0.5
664	369	1.0
664	52	0.5
664	5	1.25
664	450	0.2
664	1302	0.2
664	250	0.5
664	0	1.0
664	75	0.5
664	99	0.3333333333333333
664	43	0.2
389	494	0.2
389	2	0.25
389	14	0.8333333333333333
389	664	0.5
389	7	1.7
389	3	2.5
389	1	1.5
389	72	0.6666666666666666
389	56	0.5
389	1503	3.5166666666666666
389	346	0.25
389	1052	0.3333333333333333
389	748	1.0
389	251	0.2
389	757	0.2
389	40	0.25
389	90	0.3333333333333333
389	758	1.0
389	575	1.0
389	30	0.3333333333333333
389	0	0.25
389	48	0.2
389	19	0.2
389	760	0.25
389	751	0.3333333333333333
389	1089	1.5
389	193	1.0
389	264	0.25
389	4	0.3333333333333333
389	238	1.0
389	951	0.25
389	12	0.2
72	664	0.2
72	7	0.25
72	389	0.6666666666666666
72	3	5.616666666666666
72	1	10.2
72	56	14.0
72	1503	6.116666666666668
72	18	0.3333333333333333
72	0	5.866666666666666
72	6	0.2
72	410	0.25
72	39	1.0
72	243	0.5
72	700	0.3333333333333333
72	5	1.4166666666666665
72	517	0.2
72	13	0.2
72	118	0.5
72	336	0.5
72	414	2.0
72	981	0.3333333333333333
72	245	0.2
72	523	0.25
72	708	0.3333333333333333
72	2	3.2
72	8	0.8666666666666667
72	524	0.25
72	525	0.2
72	963	0.25
72	83	1.8333333333333333
72	34	0.8333333333333333
72	533	4.0
72	50	0.5
72	10	1.5
72	33	0.25
72	61	0.2
72	234	0.2
72	716	0.5
72	425	0.3333333333333333
72	275	0.2
72	51	0.45
72	536	0.3333333333333333
72	93	1.8333333333333333
72	402	1.0
72	43	0.25
72	87	0.2
72	1051	0.2
72	526	0.25
72	24	0.3333333333333333
72	139	0.5
72	283	0.25
72	46	0.2
72	748	0.25
72	251	0.5
72	159	0.3333333333333333
72	684	0.3333333333333333
72	4	1.3333333333333333
72	45	0.75
72	17	0.25
72	67	0.25
72	74	0.3333333333333333
72	422	0.5
72	192	0.2
72	221	0.2
72	223	0.25
72	551	0.5
72	286	1.7
72	352	0.3333333333333333
72	219	2.0
72	766	1.0
72	75	0.25
72	101	0.2
72	554	0.2
72	168	0.3333333333333333
72	194	0.3333333333333333
72	530	0.2
72	325	0.2
72	435	0.25
72	1100	0.3333333333333333
72	1085	0.5
72	193	0.5
72	220	0.3333333333333333
72	58	0.3333333333333333
72	239	0.2
72	333	0.2
72	404	0.25
72	473	0.5
72	459	1.0
72	301	0.2
72	153	0.25
72	126	0.5
72	722	0.3333333333333333
72	569	0.2
72	1462	0.3333333333333333
56	7	0.7
56	389	0.5
56	3	6.449999999999999
56	1	6.85
56	72	14.0
56	1503	15.483333333333334
56	18	0.5
56	0	4.616666666666667
56	665	0.2
56	410	0.2
56	39	1.2
56	243	1.0
56	700	0.5
56	5	2.3666666666666667
56	517	0.25
56	50	0.4
56	118	0.8999999999999999
56	336	0.3333333333333333
56	414	0.8333333333333333
56	981	0.75
56	245	0.5833333333333333
56	982	0.2
56	523	0.2
56	708	0.25
56	2	2.033333333333333
56	8	0.7
56	524	0.3333333333333333
56	525	0.25
56	526	0.4
56	94	0.2
56	23	0.45
56	154	8.0
56	4	1.75
56	340	0.25
56	219	2.2
56	716	1.0
56	425	0.5
56	275	0.25
56	536	0.25
56	93	1.3333333333333333
56	402	0.5
56	83	3.0
56	43	0.5333333333333333
56	87	0.5833333333333333
56	11	1.45
56	17	0.7
56	563	0.75
56	238	0.5
56	225	0.3333333333333333
56	113	0.25
56	22	0.2
56	24	0.25
56	139	0.3333333333333333
56	283	0.3333333333333333
56	46	0.45
56	748	0.2
56	251	1.0
56	159	0.75
56	67	0.2
56	74	0.25
56	422	0.3333333333333333
56	34	0.75
56	192	0.25
56	223	0.2
56	10	1.0833333333333333
56	551	0.3333333333333333
56	352	0.2
56	1099	1.0
56	226	0.3333333333333333
56	51	0.2
56	286	1.0
56	766	0.5
56	75	0.3333333333333333
56	101	0.25
56	253	0.2
56	586	0.5
56	26	2.0
56	773	1.0
56	1123	0.6666666666666666
56	174	0.2
56	396	0.3333333333333333
56	919	0.5
56	1125	0.25
56	623	1.0
56	278	0.2
56	73	0.25
56	130	1.0
56	1239	0.3333333333333333
56	625	0.25
56	58	0.5
56	239	0.25
56	146	0.2
56	838	0.3333333333333333
56	645	0.5
56	33	0.25
56	61	0.2
56	1338	0.25
56	183	0.5
56	1171	1.0
56	1173	0.25
56	1339	0.2
56	849	0.25
56	850	0.3333333333333333
56	1376	1.0
56	529	0.5
56	395	0.2
56	126	2.0
56	21	0.5
56	64	0.3333333333333333
56	256	0.25
56	25	0.2
56	153	0.2
56	722	0.5
56	342	0.2
56	1462	0.2
56	78	0.25
56	12	0.2
665	56	0.2
665	1503	3.0833333333333335
665	18	0.3333333333333333
665	0	0.5
665	390	2.0
665	391	0.5
665	5	0.3333333333333333
665	165	0.25
665	1	0.4
665	1070	0.2
665	183	0.3333333333333333
665	36	0.5
665	418	1.0
665	1072	0.5
665	572	0.3333333333333333
665	132	0.5833333333333333
665	555	0.2
665	1181	0.2
665	1145	1.0
665	168	1.0
665	4	0.25
390	1503	1.4
390	18	0.25
390	0	0.3333333333333333
390	665	2.0
390	391	4.0
390	5	0.8333333333333333
390	165	0.3333333333333333
390	1	0.25
390	907	0.2
390	154	0.2
390	918	0.3333333333333333
390	59	1.0
390	670	3.0
390	318	1.0
